"","location","continent","date","people_fully_vaccinated","people_fully_vaccinated_per_hundred","new_cases","total_cases","new_deaths","new_deaths_per_million","total_deaths_per_million"
"17507","Italy","Europe",2021-05-08,7390807,12.24,10174,4102921,224,3.711,2032.452
"17508","Italy","Europe",2021-05-09,7527076,12.47,8289,4111210,139,2.303,2034.755
"17509","Italy","Europe",2021-05-10,7683745,12.73,5077,4116287,198,3.28,2038.035
"17510","Italy","Europe",2021-05-11,7849951,13,6943,4123230,251,4.158,2042.193
"17511","Italy","Europe",2021-05-12,8018997,13.28,7848,4131078,262,4.34,2046.533
"17512","Italy","Europe",2021-05-13,8211473,13.6,8082,4139160,201,3.33,2049.862
"17513","Italy","Europe",2021-05-14,8423339,13.95,7562,4146722,182,3.015,2052.877
"17514","Italy","Europe",2021-05-15,8623416,14.28,6652,4153374,136,2.253,2055.13
"17515","Italy","Europe",2021-05-16,8776850,14.54,5748,4159122,93,1.541,2056.671
"17516","Italy","Europe",2021-05-17,8989684,14.89,3454,4162576,140,2.319,2058.99
"17517","Italy","Europe",2021-05-18,9196240,15.23,4449,4167025,201,3.33,2062.319
"17518","Italy","Europe",2021-05-19,9396112,15.56,5500,4172525,149,2.468,2064.788
"17519","Italy","Europe",2021-05-20,9659291,16,5736,4178261,164,2.717,2067.504
"17520","Italy","Europe",2021-05-21,9921842,16.44,5215,4183476,218,3.611,2071.115
"17521","Italy","Europe",2021-05-22,10160764,16.83,4714,4188190,125,2.071,2073.186
"17522","Italy","Europe",2021-05-23,10353246,17.15,3993,4192183,72,1.193,2074.379
"17523","Italy","Europe",2021-05-24,10575776,17.52,2489,4194672,110,1.822,2076.201
"17524","Italy","Europe",2021-05-25,10815292,17.92,3220,4197892,166,2.75,2078.951
"17525","Italy","Europe",2021-05-26,11086193,18.36,3935,4201827,121,2.004,2080.955
"17526","Italy","Europe",2021-05-27,11389863,18.87,4143,4205970,171,2.833,2083.788
"17527","Italy","Europe",2021-05-28,11681438,19.35,3737,4209707,126,2.087,2085.875
"17528","Italy","Europe",2021-05-29,11905454,19.72,3348,4213055,83,1.375,2087.25
"17529","Italy","Europe",2021-05-30,12070864,20,2948,4216003,44,0.729,2087.979
"17530","Italy","Europe",2021-05-31,12280259,20.34,1818,4217821,82,1.358,2089.337
"17531","Italy","Europe",2021-06-01,12481715,20.68,2483,4220304,93,1.541,2090.878
"17532","Italy","Europe",2021-06-02,12590941,20.86,2896,4223200,62,1.027,2091.905
"17533","Italy","Europe",2021-06-03,12760435,21.14,1963,4225163,59,0.977,2092.882
"17534","Italy","Europe",2021-06-04,12934428,21.43,2556,4227719,73,1.209,2094.091
"17535","Italy","Europe",2021-06-05,13109951,21.72,2434,4230153,57,0.944,2095.036
"17536","Italy","Europe",2021-06-06,13240748,21.93,2275,4232428,51,0.845,2095.88
"17537","Italy","Europe",2021-06-07,13392185,22.18,1270,4233698,65,1.077,2096.957
"17538","Italy","Europe",2021-06-08,13553091,22.45,1894,4235592,102,1.69,2098.647
"17539","Italy","Europe",2021-06-09,13713498,22.72,2198,4237790,77,1.276,2099.922
"17540","Italy","Europe",2021-06-10,13875143,22.98,2078,4239868,88,1.458,2101.38
"17541","Italy","Europe",2021-06-11,14032807,23.25,1892,4241760,69,1.143,2102.523
"17542","Italy","Europe",2021-06-12,14150289,23.44,1722,4243482,52,0.861,2103.384
"17543","Italy","Europe",2021-06-13,14232959,23.58,1390,4244872,26,0.431,2103.815
"17544","Italy","Europe",2021-06-14,14439297,23.92,907,4245779,36,0.596,2104.411
"17545","Italy","Europe",2021-06-15,14659422,24.28,1253,4247032,63,1.044,2105.455
"17546","Italy","Europe",2021-06-16,14904012,24.69,1400,4248432,52,0.861,2106.316
"17547","Italy","Europe",2021-06-17,15197090,25.17,1323,4249755,37,0.613,2106.929
"17548","Italy","Europe",2021-06-18,15494204,25.67,1147,4250902,35,0.58,2107.509
"17549","Italy","Europe",2021-06-19,15761312,26.11,1193,4252095,28,0.464,2107.973
"17550","Italy","Europe",2021-06-20,15975729,26.46,881,4252976,17,0.282,2108.255
"17551","Italy","Europe",2021-06-21,16255282,26.93,484,4253460,21,0.348,2108.602
"17552","Italy","Europe",2021-06-22,16542743,27.4,834,4254294,31,0.514,2109.116
"17553","Italy","Europe",2021-06-23,16836782,27.89,1140,4255434,30,0.497,2109.613
"17554","Italy","Europe",2021-06-24,17159551,28.43,266,4255700,10,0.166,2109.779
"17555","Italy","Europe",2021-06-25,17498556,28.99,751,4256451,56,0.928,2110.706
"17556","Italy","Europe",2021-06-26,17789736,29.47,838,4257289,40,0.663,2111.369
"17557","Italy","Europe",2021-06-27,18011000,29.84,780,4258069,14,0.232,2111.601
"17558","Italy","Europe",2021-06-28,18308342,30.33,387,4258456,28,0.464,2112.065
"17559","Italy","Europe",2021-06-29,18628678,30.86,677,4259133,42,0.696,2112.76
"17560","Italy","Europe",2021-06-30,18960863,31.41,776,4259909,24,0.398,2113.158
"17561","Italy","Europe",2021-07-01,19313674,31.99,879,4260788,21,0.348,2113.506
"17562","Italy","Europe",2021-07-02,19672775,32.59,794,4261582,28,0.464,2113.97
"17563","Italy","Europe",2021-07-03,20036196,33.19,929,4262511,22,0.364,2114.334
"17564","Italy","Europe",2021-07-04,20313057,33.65,806,4263317,12,0.199,2114.533
"17565","Italy","Europe",2021-07-05,20688629,34.27,480,4263797,31,0.514,2115.046
"17566","Italy","Europe",2021-07-06,21066563,34.9,907,4264704,24,0.398,2115.444
"17567","Italy","Europe",2021-07-07,21471201,35.57,1010,4265714,14,0.232,2115.676
"17568","Italy","Europe",2021-07-08,21944777,36.35,1391,4267105,13,0.215,2115.891
"17569","Italy","Europe",2021-07-09,22437135,37.17,1386,4268491,25,0.414,2116.305
"17570","Italy","Europe",2021-07-10,22906779,37.95,1394,4269885,12,0.199,2116.504
"17571","Italy","Europe",2021-07-11,23260902,38.53,1391,4271276,7,0.116,2116.62
"17572","Italy","Europe",2021-07-12,23741065,39.33,887,4272163,13,0.215,2116.835
"17573","Italy","Europe",2021-07-13,24227326,40.13,1530,4273693,20,0.331,2117.167
"17574","Italy","Europe",2021-07-14,24701101,40.92,2153,4275846,23,0.381,2117.548
"17575","Italy","Europe",2021-07-15,25217242,41.77,2473,4278319,9,0.149,2117.697
"17576","Italy","Europe",2021-07-16,25720373,42.61,2895,4281214,11,0.182,2117.879
"17577","Italy","Europe",2021-07-17,26179271,43.37,3118,4284332,13,0.215,2118.094
"17578","Italy","Europe",2021-07-18,26539198,43.96,3126,4287458,3,0.05,2118.144
"17579","Italy","Europe",2021-07-19,26994870,44.72,2070,4289528,7,0.116,2118.26
"17580","Italy","Europe",2021-07-20,27445341,45.46,3555,4293083,10,0.166,2118.426
"17581","Italy","Europe",2021-07-21,27899774,46.22,4254,4297337,21,0.348,2118.774
"17582","Italy","Europe",2021-07-22,28365616,46.99,5056,4302393,15,0.248,2119.022
"17583","Italy","Europe",2021-07-23,28796672,47.7,5142,4307535,17,0.282,2119.304
"17584","Italy","Europe",2021-07-24,29176189,48.33,5138,4312673,5,0.083,2119.386
"17585","Italy","Europe",2021-07-25,29459590,48.8,4742,4317415,7,0.116,2119.502
"17586","Italy","Europe",2021-07-26,29882761,49.5,3115,4320530,22,0.364,2119.867
"17587","Italy","Europe",2021-07-27,30315236,50.22,4516,4325046,24,0.398,2120.264
"17588","Italy","Europe",2021-07-28,30697293,50.85,5693,4330739,15,0.248,2120.513
"17589","Italy","Europe",2021-07-29,31059786,51.45,6167,4336906,19,0.315,2120.828
"17590","Italy","Europe",2021-07-30,31390980,52,6613,4343519,18,0.298,2121.126
"17591","Italy","Europe",2021-07-31,31669900,52.46,6509,4350028,16,0.265,2121.391
"17592","Italy","Europe",2021-08-01,31855044,52.77,5320,4355348,5,0.083,2121.474
"17593","Italy","Europe",2021-08-02,32180642,53.31,3185,4358533,20,0.331,2121.805
"17594","Italy","Europe",2021-08-03,32495724,53.83,4841,4363374,27,0.447,2122.252
"17595","Italy","Europe",2021-08-04,32797295,54.33,6590,4369964,21,0.348,2122.6
"17596","Italy","Europe",2021-08-05,33080541,54.8,7224,4377188,27,0.447,2123.047
"17597","Italy","Europe",2021-08-06,33330637,55.21,6599,4383787,24,0.398,2123.445
"17598","Italy","Europe",2021-08-07,33521879,55.53,6897,4390684,22,0.364,2123.809
"17599","Italy","Europe",2021-08-08,33669932,55.77,5733,4396417,11,0.182,2123.992
"17600","Italy","Europe",2021-08-09,33893677,56.15,4200,4400617,22,0.364,2124.356
"17601","Italy","Europe",2021-08-10,34088460,56.47,5624,4406241,31,0.514,2124.87
"17602","Italy","Europe",2021-08-11,34272220,56.77,6921,4413162,31,0.514,2125.383
"17603","Italy","Europe",2021-08-12,34429264,57.03,7267,4420429,30,0.497,2125.88
"17604","Italy","Europe",2021-08-13,34568929,57.26,7398,4427827,45,0.745,2126.625
"17605","Italy","Europe",2021-08-14,34631623,57.37,7181,4435008,34,0.563,2127.189
"17606","Italy","Europe",2021-08-15,34656616,57.41,5661,4440669,19,0.315,2127.503
"17607","Italy","Europe",2021-08-16,34763581,57.59,3669,4444338,24,0.398,2127.901
"17608","Italy","Europe",2021-08-17,34885104,57.79,5268,4449606,54,0.895,2128.795
"17609","Italy","Europe",2021-08-18,35005168,57.99,7159,4456765,69,1.143,2129.938
"17610","Italy","Europe",2021-08-19,35122057,58.18,7240,4464005,55,0.911,2130.85
"17611","Italy","Europe",2021-08-20,35238200,58.37,7220,4471225,49,0.812,2131.661
"17612","Italy","Europe",2021-08-21,35316080,58.5,7466,4478691,45,0.745,2132.407
"17613","Italy","Europe",2021-08-22,35381230,58.61,5922,4484613,23,0.381,2132.788
"17614","Italy","Europe",2021-08-23,35546093,58.88,4166,4488779,44,0.729,2133.517
"17615","Italy","Europe",2021-08-24,35691550,59.12,6078,4494857,60,0.994,2134.51
"17616","Italy","Europe",2021-08-25,35857772,59.4,7539,4502396,59,0.977,2135.488
"17617","Italy","Europe",2021-08-26,36019703,59.67,7215,4509611,43,0.712,2136.2
"17618","Italy","Europe",2021-08-27,36195807,59.96,7823,4517434,45,0.745,2136.946
"17619","Italy","Europe",2021-08-28,36328326,60.18,6858,4524292,54,0.895,2137.84
"17620","Italy","Europe",2021-08-29,36422183,60.33,5954,4530246,37,0.613,2138.453
"17621","Italy","Europe",2021-08-30,36617745,60.66,4253,4534499,53,0.878,2139.331
"17622","Italy","Europe",2021-08-31,36799900,60.96,5492,4539991,75,1.242,2140.573
"17623","Italy","Europe",2021-09-01,36980471,61.26,6496,4546487,69,1.143,2141.716
"17624","Italy","Europe",2021-09-02,37159909,61.56,6754,4553241,62,1.027,2142.743
"17625","Italy","Europe",2021-09-03,37340912,61.86,6729,4559970,58,0.961,2143.704
"17626","Italy","Europe",2021-09-04,37463180,62.06,6156,4566126,56,0.928,2144.632
"17627","Italy","Europe",2021-09-05,37545910,62.2,5314,4571440,49,0.812,2145.444
"17628","Italy","Europe",2021-09-06,37729668,62.5,3347,4574787,52,0.861,2146.305
"17629","Italy","Europe",2021-09-07,37916757,62.81,4715,4579502,71,1.176,2147.481
"17630","Italy","Europe",2021-09-08,38095730,63.11,5921,4585423,69,1.143,2148.624
"17631","Italy","Europe",2021-09-09,38288493,63.43,5518,4590941,59,0.977,2149.601
"17632","Italy","Europe",2021-09-10,38477529,63.74,5617,4596558,62,1.027,2150.628
"17633","Italy","Europe",2021-09-11,38611391,63.96,5191,4601749,57,0.944,2151.573
"17634","Italy","Europe",2021-09-12,38696269,64.1,4664,4606413,34,0.563,2152.136
"17635","Italy","Europe",2021-09-13,38880043,64.41,2792,4609205,36,0.596,2152.732
"17636","Italy","Europe",2021-09-14,39050095,64.69,4009,4613214,72,1.193,2153.925
"17637","Italy","Europe",2021-09-15,39205883,64.95,4826,4618040,73,1.209,2155.134
"17638","Italy","Europe",2021-09-16,39359640,65.2,5115,4623155,67,1.11,2156.244
"17639","Italy","Europe",2021-09-17,39502764,65.44,4544,4627699,66,1.093,2157.337
"17640","Italy","Europe",2021-09-18,39623254,65.64,4576,4632275,51,0.845,2158.182
"17641","Italy","Europe",2021-09-19,39699813,65.76,3836,4636111,26,0.431,2158.613
"17642","Italy","Europe",2021-09-20,39872864,66.05,2405,4638516,44,0.729,2159.342
"17643","Italy","Europe",2021-09-21,40032690,66.32,3374,4641890,67,1.11,2160.452
"17644","Italy","Europe",2021-09-22,40184677,66.57,3963,4645853,67,1.11,2161.561
"17645","Italy","Europe",2021-09-23,40315633,66.78,4053,4649906,63,1.044,2162.605
"17646","Italy","Europe",2021-09-24,40448681,67,3790,4653696,52,0.861,2163.466
"17647","Italy","Europe",2021-09-25,40561466,67.19,3519,4657215,50,0.828,2164.295
"17648","Italy","Europe",2021-09-26,40629187,67.3,3099,4660314,44,0.729,2165.024
"17649","Italy","Europe",2021-09-27,40758229,67.52,1773,4662087,45,0.745,2165.769
"17650","Italy","Europe",2021-09-28,40869132,67.7,2962,4665049,65,1.077,2166.846
"17651","Italy","Europe",2021-09-29,40975176,67.88,3212,4668261,63,1.044,2167.889
"17652","Italy","Europe",2021-09-30,41078415,68.05,4094,4672355,51,0.845,2168.734
"17653","Italy","Europe",2021-10-01,41167878,68.2,3403,4675758,52,0.861,2169.596
"17654","Italy","Europe",2021-10-02,41241450,68.32,3309,4679067,25,0.414,2170.01
"17655","Italy","Europe",2021-10-03,41286598,68.39,2967,4682034,33,0.547,2170.556
"17656","Italy","Europe",2021-10-04,41370325,68.53,1612,4683646,37,0.613,2171.169
"17657","Italy","Europe",2021-10-05,41446057,68.66,2463,4686109,50,0.828,2171.998
"17658","Italy","Europe",2021-10-06,41513375,68.77,3232,4689341,39,0.646,2172.644
"17659","Italy","Europe",2021-10-07,41579912,68.88,2933,4692274,41,0.679,2173.323
"17660","Italy","Europe",2021-10-08,41655033,69,3017,4695291,30,0.497,2173.82
"17661","Italy","Europe",2021-10-09,41726289,69.12,2747,4698038,46,0.762,2174.582
"17662","Italy","Europe",2021-10-10,41769742,69.19,2278,4700316,27,0.447,2175.029
"17663","Italy","Europe",2021-10-11,41852450,69.33,1516,4701832,34,0.563,2175.592
"17664","Italy","Europe",2021-10-12,41932199,69.46,2486,4704318,49,0.812,2176.404
"17665","Italy","Europe",2021-10-13,42015830,69.6,2769,4707087,37,0.613,2177.017
"17666","Italy","Europe",2021-10-14,42101945,69.74,2666,4709753,40,0.663,2177.679
"17667","Italy","Europe",2021-10-15,42189911,69.89,2729,4712482,42,0.696,2178.375
"17668","Italy","Europe",2021-10-16,42267854,70.02,2982,4715464,14,0.232,2178.607
"17669","Italy","Europe",2021-10-17,42316809,70.1,2435,4717899,24,0.398,2179.005
"17670","Italy","Europe",2021-10-18,42402873,70.24,1594,4719493,44,0.729,2179.734
"17671","Italy","Europe",2021-10-19,42477428,70.36,2695,4722188,70,1.16,2180.893
"17672","Italy","Europe",2021-10-20,42548797,70.48,3699,4725887,33,0.547,2181.44
"17673","Italy","Europe",2021-10-21,42623475,70.61,3791,4729678,36,0.596,2182.036
"17674","Italy","Europe",2021-10-22,42693445,70.72,3879,4733557,39,0.646,2182.682
"17675","Italy","Europe",2021-10-23,42751254,70.82,3905,4737462,39,0.646,2183.328
"17676","Italy","Europe",2021-10-24,42783236,70.87,3723,4741185,24,0.398,2183.726
"17677","Italy","Europe",2021-10-25,42845067,70.97,2535,4743720,30,0.497,2184.223
"17678","Italy","Europe",2021-10-26,42900739,71.07,4053,4747773,48,0.795,2185.018
"17679","Italy","Europe",2021-10-27,42956484,71.16,4595,4752368,50,0.828,2185.846
"17680","Italy","Europe",2021-10-28,43015311,71.26,4863,4757231,50,0.828,2186.674
"17681","Italy","Europe",2021-10-29,43074625,71.35,5332,4762563,33,0.547,2187.221
"17682","Italy","Europe",2021-10-30,43123021,71.43,4877,4767440,37,0.613,2187.834
"17683","Italy","Europe",2021-10-31,43147121,71.47,4525,4771965,26,0.431,2188.265
"17684","Italy","Europe",2021-11-01,43165472,71.5,2818,4774783,20,0.331,2188.596
"17685","Italy","Europe",2021-11-02,43226328,71.61,2831,4777614,41,0.679,2189.275
"17686","Italy","Europe",2021-11-03,43284987,71.7,5188,4782802,63,1.044,2190.319
"17687","Italy","Europe",2021-11-04,43342186,71.8,5902,4788704,59,0.977,2191.296
"17688","Italy","Europe",2021-11-05,43403358,71.9,6761,4795465,51,0.845,2192.141
"17689","Italy","Europe",2021-11-06,43447984,71.97,6760,4802225,31,0.514,2192.654
"17690","Italy","Europe",2021-11-07,43469429,72.01,5822,4808047,26,0.431,2193.085
"17691","Italy","Europe",2021-11-08,43519039,72.09,4547,4812594,32,0.53,2193.615
"17692","Italy","Europe",2021-11-09,43562852,72.16,6111,4818705,68,1.126,2194.742
"17693","Italy","Europe",2021-11-10,43603904,72.23,8033,4826738,60,0.994,2195.736
"17694","Italy","Europe",2021-11-11,43647235,72.3,8697,4835435,67,1.11,2196.845
"17695","Italy","Europe",2021-11-12,43692179,72.38,8522,4843957,68,1.126,2197.972
"17696","Italy","Europe",2021-11-13,43723959,72.43,8539,4852496,53,0.878,2198.85
"17697","Italy","Europe",2021-11-14,43737886,72.45,7565,4860061,36,0.596,2199.446
"17698","Italy","Europe",2021-11-15,43773331,72.51,5199,4865260,44,0.729,2200.175
"17699","Italy","Europe",2021-11-16,43802557,72.56,7815,4873075,74,1.226,2201.401
"17700","Italy","Europe",2021-11-17,43829765,72.6,10167,4883242,72,1.193,2202.594
"17701","Italy","Europe",2021-11-18,43858844,72.65,10645,4893887,69,1.143,2203.737
"17702","Italy","Europe",2021-11-19,43886340,72.7,10554,4904441,48,0.795,2204.532
"17703","Italy","Europe",2021-11-20,43906168,72.73,11540,4915981,49,0.812,2205.343
"17704","Italy","Europe",2021-11-21,43916260,72.75,9707,4925688,46,0.762,2206.105
"17705","Italy","Europe",2021-11-22,43936875,72.78,6403,4932091,70,1.16,2207.265
"17706","Italy","Europe",2021-11-23,43959298,72.82,10044,4942135,83,1.375,2208.64
"17707","Italy","Europe",2021-11-24,43985882,72.86,12450,4954585,85,1.408,2210.048
"17708","Italy","Europe",2021-11-25,44007656,72.9,13756,4968341,71,1.176,2211.224
"17709","Italy","Europe",2021-11-26,44030615,72.94,13681,4982022,51,0.845,2212.069
"17710","Italy","Europe",2021-11-27,44050286,72.97,12869,4994891,90,1.491,2213.56
"17711","Italy","Europe",2021-11-28,44059356,72.99,12927,5007818,47,0.779,2214.338
"17712","Italy","Europe",2021-11-29,44079655,73.02,7972,5015790,65,1.077,2215.415
"17713","Italy","Europe",2021-11-30,44100713,73.05,12757,5028547,89,1.474,2216.889
"17714","Italy","Europe",2021-12-01,44120141,73.09,15073,5043620,103,1.706,2218.596
"17715","Italy","Europe",2021-12-02,44141514,73.12,16810,5060430,72,1.193,2219.788
"17716","Italy","Europe",2021-12-03,44164109,73.16,17015,5077445,74,1.226,2221.014
"17717","Italy","Europe",2021-12-04,44184022,73.19,16627,5094072,75,1.242,2222.256
"17718","Italy","Europe",2021-12-05,44194169,73.21,15010,5109082,43,0.712,2222.969
"17719","Italy","Europe",2021-12-06,44216564,73.25,9494,5118576,92,1.524,2224.493
"17720","Italy","Europe",2021-12-07,44237408,73.28,15742,5134318,99,1.64,2226.133
"17721","Italy","Europe",2021-12-08,44245496,73.29,17946,5152264,86,1.425,2227.557
"17722","Italy","Europe",2021-12-09,44273530,73.34,12516,5164780,79,1.309,2228.866
"17723","Italy","Europe",2021-12-10,44298209,73.38,20490,5185270,118,1.955,2230.821
"17724","Italy","Europe",2021-12-11,44318707,73.41,21035,5206305,96,1.59,2232.411
"17725","Italy","Europe",2021-12-12,44329061,73.43,19212,5225517,66,1.093,2233.504
"17726","Italy","Europe",2021-12-13,44351864,73.47,12704,5238221,98,1.623,2235.128
"17727","Italy","Europe",2021-12-14,44373770,73.51,20665,5258886,120,1.988,2237.115
"17728","Italy","Europe",2021-12-15,44395898,73.54,23190,5282076,129,2.137,2239.252
"17729","Italy","Europe",2021-12-16,44419880,73.58,26104,5308180,123,2.038,2241.29
"17730","Italy","Europe",2021-12-17,44445868,73.63,28615,5336795,120,1.988,2243.278
"17731","Italy","Europe",2021-12-18,44469221,73.66,28057,5364852,123,2.038,2245.315
"17732","Italy","Europe",2021-12-19,44481619,73.68,24303,5389155,97,1.607,2246.922
"17733","Italy","Europe",2021-12-20,44508759,73.73,16205,5405360,137,2.269,2249.191
"17734","Italy","Europe",2021-12-21,44535793,73.77,30783,5436143,153,2.534,2251.726
"17735","Italy","Europe",2021-12-22,44561883,73.82,36326,5472469,146,2.419,2254.144
"17736","Italy","Europe",2021-12-23,44586762,73.86,44585,5517054,168,2.783,2256.927
"17737","Italy","Europe",2021-12-24,44598589,73.88,50590,5567644,141,2.336,2259.263
"17738","Italy","Europe",2021-12-25,44600565,73.88,54787,5622431,144,2.385,2261.648
"17739","Italy","Europe",2021-12-26,44608069,73.89,24882,5647313,81,1.342,2262.99
"17740","Italy","Europe",2021-12-27,44650376,73.96,30799,5678112,142,2.352,2265.343
"17741","Italy","Europe",2021-12-28,44687675,74.03,78300,5756412,202,3.346,2268.689
"17742","Italy","Europe",2021-12-29,44716915,74.07,98016,5854428,136,2.253,2270.942
"17743","Italy","Europe",2021-12-30,44744045,74.12,127000,5981428,156,2.584,2273.526
"17744","Italy","Europe",2021-12-31,44756220,74.14,144255,6125683,155,2.568,2276.093
"17745","Italy","Europe",2022-01-01,44759226,74.14,141256,6266939,111,1.839,2277.932
"17746","Italy","Europe",2022-01-02,44778062,74.18,61137,6328076,133,2.203,2280.135
"17747","Italy","Europe",2022-01-03,44819567,74.24,68034,6396110,140,2.319,2282.454
"17748","Italy","Europe",2022-01-04,44859070,74.31,170837,6566947,259,4.29,2286.745
"17749","Italy","Europe",2022-01-05,44893094,74.37,189088,6756035,231,3.827,2290.571
"17750","Italy","Europe",2022-01-06,44912720,74.4,219430,6975465,198,3.28,2293.851
"17751","Italy","Europe",2022-01-07,44969549,74.49,108297,7083762,223,3.694,2297.545
"17752","Italy","Europe",2022-01-08,45023361,74.58,197535,7281297,184,3.048,2300.593
"17753","Italy","Europe",2022-01-09,45060912,74.64,155642,7436939,157,2.601,2303.194
"17754","Italy","Europe",2022-01-10,45116111,74.74,117405,7554344,227,3.76,2306.954
"17755","Italy","Europe",2022-01-11,45171424,74.83,220519,7774863,294,4.87,2311.825
"17756","Italy","Europe",2022-01-12,45223630,74.91,196205,7971068,313,5.185,2317.009
"17757","Italy","Europe",2022-01-13,45276414,75,184577,8155645,316,5.235,2322.244
"17758","Italy","Europe",2022-01-14,45317227,75.07,200869,8356514,360,5.963,2328.208
"17759","Italy","Europe",2022-01-15,45349478,75.12,192936,8549450,308,5.102,2333.31
"17760","Italy","Europe",2022-01-16,45376026,75.17,157465,8706915,248,4.108,2337.418
"17761","Italy","Europe",2022-01-17,45426396,75.25,83387,8790302,287,4.754,2342.172
"17762","Italy","Europe",2022-01-18,45480479,75.34,228123,9018425,434,7.189,2349.361
"17763","Italy","Europe",2022-01-19,45533461,75.43,200966,9219391,380,6.295,2355.656
"17764","Italy","Europe",2022-01-20,45583843,75.51,198865,9418256,385,6.378,2362.034
"17765","Italy","Europe",2022-01-21,45621823,75.57,185600,9603856,373,6.179,2368.213
"17766","Italy","Europe",2022-01-22,45648134,75.62,177335,9781191,333,5.516,2373.729
"17767","Italy","Europe",2022-01-23,45680365,75.67,142487,9923678,227,3.76,2377.489
"17768","Italy","Europe",2022-01-24,45733424,75.76,77666,10001344,352,5.831,2383.32
"17769","Italy","Europe",2022-01-25,45792000,75.86,211277,10212621,468,7.753,2391.073
"17770","Italy","Europe",2022-01-26,45847548,75.95,170940,10383561,427,7.073,2398.146
"17771","Italy","Europe",2022-01-27,45893421,76.02,156040,10539601,389,6.444,2404.59
"17772","Italy","Europe",2022-01-28,45949033,76.12,144347,10683948,378,6.262,2410.851
"17773","Italy","Europe",2022-01-29,46013616,76.22,137427,10821375,377,6.245,2417.096
"17774","Italy","Europe",2022-01-30,46061687,76.3,104110,10925485,235,3.893,2420.989
"17775","Italy","Europe",2022-01-31,46119357,76.4,57631,10983116,349,5.781,2426.771
"17776","Italy","Europe",2022-02-01,46182351,76.5,133306,11116422,427,7.073,2433.844
"17777","Italy","Europe",2022-02-02,46243170,76.6,119323,11235745,395,6.543,2440.387
"17778","Italy","Europe",2022-02-03,46301078,76.7,112956,11348701,414,6.858,2447.245
"17779","Italy","Europe",2022-02-04,46371234,76.81,100900,11449601,433,7.173,2454.418
"17780","Italy","Europe",2022-02-05,46452317,76.95,93192,11542793,375,6.212,2460.63
"17781","Italy","Europe",2022-02-06,46506143,77.04,78943,11621736,229,3.793,2464.423
"17782","Italy","Europe",2022-02-07,46569503,77.14,41602,11663338,326,5.4,2469.824
"17783","Italy","Europe",2022-02-08,46634630,77.25,102429,11765767,415,6.875,2476.698
"17784","Italy","Europe",2022-02-09,46691716,77.35,81669,11847436,384,6.361,2483.059
"17785","Italy","Europe",2022-02-10,46748677,77.44,76195,11923631,325,5.384,2488.443
"17786","Italy","Europe",2022-02-11,46809331,77.54,67478,11991109,334,5.533,2493.976
"17787","Italy","Europe",2022-02-12,46879515,77.66,62221,12053330,269,4.456,2498.432
"17788","Italy","Europe",2022-02-13,46920022,77.72,52345,12105675,191,3.164,2501.596
"17789","Italy","Europe",2022-02-14,46965572,77.8,28776,12134451,281,4.655,2506.25
"17790","Italy","Europe",2022-02-15,47012707,77.88,71023,12205474,388,6.427,2512.678
"17791","Italy","Europe",2022-02-16,47057288,77.95,59869,12265343,278,4.605,2517.283
"17792","Italy","Europe",2022-02-17,47099198,78.02,58055,12323398,320,5.301,2522.584
"17793","Italy","Europe",2022-02-18,47144637,78.1,53700,12377098,314,5.201,2527.785
"17794","Italy","Europe",2022-02-19,47195898,78.18,50675,12427773,252,4.174,2531.96
"17795","Italy","Europe",2022-02-20,47226734,78.23,42202,12469975,141,2.336,2534.295
"17796","Italy","Europe",2022-02-21,47263807,78.29,24484,12494459,201,3.33,2537.625
"17797","Italy","Europe",2022-02-22,47300178,78.35,60137,12554596,322,5.334,2542.959
"17798","Italy","Europe",2022-02-23,47332801,78.41,49162,12603758,252,4.174,2547.133
"17799","Italy","Europe",2022-02-24,47364620,78.46,47493,12651251,249,4.125,2551.258
"17800","Italy","Europe",2022-02-25,47398601,78.52,42069,12693320,193,3.197,2554.455
"17801","Italy","Europe",2022-02-26,47436810,78.58,39360,12732680,210,3.479,2557.934
"17802","Italy","Europe",2022-02-27,47458942,78.62,31878,12764558,144,2.385,2560.319
"17803","Italy","Europe",2022-02-28,47486696,78.66,18278,12782836,207,3.429,2563.748
"17804","Italy","Europe",2022-03-01,47508758,78.7,47136,12829972,233,3.86,2567.608
"17805","Italy","Europe",2022-03-02,47530190,78.73,37946,12867918,214,3.545,2571.153
"17806","Italy","Europe",2022-03-03,47552156,78.77,42588,12910506,185,3.065,2574.217
"17807","Italy","Europe",2022-03-04,47574719,78.81,38353,12948859,210,3.479,2577.696
"17808","Italy","Europe",2022-03-05,47597805,78.85,41364,12990223,173,2.866,2580.562
"17809","Italy","Europe",2022-03-06,47607029,78.86,35889,13026112,105,1.739,2582.301
"17810","Italy","Europe",2022-03-07,47622488,78.89,22662,13048774,130,2.153,2584.455
"17811","Italy","Europe",2022-03-08,47637496,78.91,60753,13109527,184,3.048,2587.503
"17812","Italy","Europe",2022-03-09,47650937,78.93,49815,13159342,156,2.584,2590.087
"17813","Italy","Europe",2022-03-10,47664522,78.96,55156,13214498,136,2.253,2592.34
"17814","Italy","Europe",2022-03-11,47679568,78.98,53961,13268459,156,2.584,2594.924
"17815","Italy","Europe",2022-03-12,47694456,79.01,54720,13323179,133,2.203,2597.127
"17816","Italy","Europe",2022-03-13,47699816,79.02,50028,13373207,86,1.425,2598.552
